iter	Logloss
157	0.005311947597
158	0.005274701193
159	0.005268856888
160	0.005243077227
161	0.005196149568
162	0.005175612369
163	0.005153016183
164	0.00511896078
165	0.005107759869
166	0.00509032844
167	0.005070205867
168	0.005049429691
169	0.005021362298
170	0.004974078207
171	0.004951299132
172	0.004909279744
173	0.004883293357
174	0.004863559938
175	0.004845664336
176	0.004834543474
177	0.004810199894
178	0.004782456536
179	0.00474007765
180	0.004721924421
181	0.004685353924
182	0.004649568257
183	0.004636645571
184	0.004629422195
185	0.004616277278
186	0.004569908688
187	0.004557132058
188	0.00454764913
189	0.004530792163
190	0.004517156798
191	0.004506689146
192	0.004475690423
193	0.004465538162
194	0.004431856289
195	0.004396019692
196	0.004389841752
197	0.004377838555
198	0.004365606808
199	0.004344898708
200	0.004318190969
201	0.004283961671
202	0.004267448668
203	0.004253360455
204	0.004230409944
205	0.00420326131
206	0.004192128228
207	0.004185033613
208	0.004174569174
209	0.004163917148
210	0.00413074742
211	0.004106133039
212	0.004090254496
213	0.004069541895
214	0.004040283838
215	0.00402161405
216	0.004008032307
217	0.004003919012
218	0.003992983741
219	0.003985439394
220	0.003976223845
221	0.003965502336
222	0.003956585166
223	0.003943053158
224	0.003930711737
225	0.003925138159
226	0.003910291972
227	0.003900423507
228	0.003893343986
229	0.003883429374
230	0.003855302464
231	0.003848829781
232	0.00382339176
233	0.003814963003
234	0.003799029751
235	0.003792881418
236	0.003783450095
237	0.003775925855
238	0.003769012066
239	0.003763232895
240	0.003747917138
241	0.003735598913
242	0.003668345559
243	0.003651027833
244	0.003644930628
245	0.003620963249
246	0.003614487087
247	0.003607890416
248	0.00359781676
249	0.003555344673
250	0.003544501694
251	0.003542505406
252	0.003538361332
253	0.003529895811
254	0.003510781261
255	0.003504399267
256	0.003492921518
257	0.003486502896
258	0.003477281425
259	0.003464860208
260	0.003458878144
261	0.003443093216
262	0.003438116212
263	0.003412035165
264	0.00338882657
265	0.003380918011
266	0.003358819976
267	0.003346067079
268	0.003337900685
269	0.003272122097
270	0.003262622103
271	0.003255181102
272	0.0032512853
273	0.003244567705
274	0.003237710556
275	0.003227136044
276	0.003221131755
277	0.003217095935
278	0.003210725378
279	0.003206155804
280	0.003201730061
281	0.003200324824
282	0.003195529903
283	0.003180322255
284	0.00317655299
285	0.003166609746
286	0.003165494392
287	0.003155278578
288	0.003151265703
289	0.003143810467
290	0.00311987182
291	0.003116679872
292	0.00310951182
293	0.003099109468
294	0.003093048002
295	0.00308867488
296	0.003086928573
297	0.003078671228
298	0.003074415062
299	0.003060805221
300	0.003052213685
301	0.003044934194
302	0.003042925765
303	0.003025504483
304	0.003019170426
305	0.00300999991
306	0.003007910631
307	0.003000112727
308	0.002995186614
309	0.002989415491
310	0.002984674046
311	0.002978751063
312	0.002975028003
313	0.002969460742
314	0.002953092436
315	0.002947910483
316	0.002940923204
317	0.002935039146
318	0.002930490346
319	0.002923293004
320	0.002911623172
321	0.00290870223
322	0.00290336036
323	0.002893164266
324	0.002885658083
325	0.002881926781
326	0.002873022115
327	0.002865260648
328	0.002858166408
329	0.002853356304
330	0.002842818094
331	0.002841183407
332	0.002836757341
333	0.002833803473
334	0.002829215191
335	0.002808317851
336	0.00280464569
337	0.002800339784
338	0.002787002755
339	0.00278315765
340	0.002774944343
341	0.002771044893
342	0.002764330454
343	0.002753381591
344	0.002750124199
345	0.002741801925
346	0.002738569373
347	0.002731995063
348	0.002724999339
349	0.002722474607
350	0.002721249054
351	0.002709940083
352	0.002705930526
353	0.002701254222
354	0.002697488312
355	0.002693967212
356	0.002691702601
357	0.002685571269
358	0.002681607212
359	0.002677815532
360	0.00267167126
361	0.002667920707
362	0.002665985837
363	0.002661280095
364	0.002655812844
365	0.002653439657
366	0.002637542133
367	0.002635460774
368	0.002633508239
369	0.00263268888
370	0.002631742372
371	0.002616332861
372	0.00260562617
373	0.002603337899
374	0.002593173006
375	0.002591706596
376	0.002588498388
377	0.002584204752
378	0.00258183362
379	0.002578109982
380	0.002570120296
381	0.00256733396
382	0.002566347806
383	0.002564700647
384	0.002558124315
385	0.002556355532
386	0.002543319589
387	0.002540617474
388	0.002535293335
389	0.002530424446
390	0.002529127927
391	0.00252575056
392	0.002520410549
393	0.002515500522
394	0.002511070672
395	0.002504662863
396	0.002501064582
397	0.00249958741
398	0.002494843098
399	0.002492744766
400	0.002489340698
401	0.002487009375
402	0.002483444683
403	0.002481554222
404	0.00247698849
405	0.002475855407
406	0.002474199228
407	0.002472211576
408	0.002463406201
409	0.002459750886
410	0.002455418069
411	0.002450325767
412	0.002446887046
413	0.002438949441
414	0.002437206544
415	0.00242981687
416	0.002423720172
417	0.00242191267
418	0.002412582385
419	0.002410863746
420	0.002405678647
421	0.002403994372
422	0.002397622172
423	0.002395921692
424	0.002394701363
425	0.002393477668
426	0.002387844746
427	0.002382525616
428	0.002380124813
429	0.002378698002
430	0.002375821757
431	0.00237089406
432	0.002366380235
433	0.002364338902
434	0.002361218784
435	0.002360375628
436	0.002355935767
437	0.002352295436
438	0.002351174207
439	0.002349313583
440	0.002343088506
441	0.002341277382
442	0.002338271934
443	0.002334832921
444	0.00233316444
445	0.002329831112
446	0.002317020434
447	0.002314617206
448	0.00231321119
449	0.002309662864
450	0.0023044707
451	0.002303152252
452	0.002295481243
453	0.002292196739
454	0.002288553254
455	0.002283428735
456	0.002281095839
457	0.002278650893
458	0.002276857803
459	0.002275223166
460	0.002272388325
